genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
[35],278347,hi,"Akhil (Akshay Kumar) finds out that he is the heir of 3000 crore rupees as he and his mother were abandoned by his diamond baron father (Panna Laal Johari) who is now dead. However, his life goes Topsy-turvy when he learns that the empire goes to entertainment (a dog).",2.971,8/8/2014,It's Entertainment,4.8,42
[53],22316,hi,"Raj and Priya befriend their new neighbors Vicky and Sonia. One day, Raj wakes up in Vicky's house and finds out that Sonia has been murdered and he's being framed for it. On the run, he must try and prove his innocence with the support of his loving wife.",3.635,9/21/2001,Ajnabee,5.8,31
"[35, 18, 10749]",19620,hi,"Roy is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common. Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!",4.239,1/1/2005,Bluffmaster!,5.7,30
"[35, 28, 80, 53]",96147,hi,Two good-for-nothing brothers are embroiled in a conspiracy involving a political assassination and try their best to save the country.,2.754,9/9/1993,Aankhen,5.6,10
"[10749, 28]",46375,hi,"Badal (Bobby Deol) is a naive but intelligent young man who comes from a small village to the big city. He is introduced to city life by Damru (Harish Patel) who now calls himself Danny. When Badal attends college, he meets with pretty and percocious, Tina Oberoi (Twinkle Khanna), and after a few misunderstanding and misadventures...",2.783,9/29/1995,Barsaat,4.9,11
"[35, 18, 10749]",45533,hi,"A wealthy collegian falls in love with an heir apparent, but her domineering cousin orders her to end the affair.",4.228,3/27/1998,Pyaar Kiya To Darna Kya,6.5,26
"[10749, 18, 10751]",613446,hi,The 25-year-old love story of a couple is told through the lens of their spunky teenage daughter who is diagnosed with pulmonary fibrosis.,3.105,10/11/2019,The Sky Is Pink,7.8,46
[27],242441,hi,"A group of 7 youngsters-4 guys and 3 girls decide to spend a night at a reportedly haunted hotel to celebrate the farewell of one of them leaving for the USA. Despite people's warnings and other ""signs"" trying to ward them off from there, they enter the hotel, and then the truth dawns on them.  Seven friends - Sam alias Samrat, Magesh, Achint, Neel, Neena, Sonia and Magi reunite after several years apart to celebrate the farewell of one of their friends, who is going abroad in order to pursue his career and fulfill his goals. The group soon learns about an abandoned hotel with strange stories around it. Much against warnings, they decide to spend a night at the hotel, and soon realize the mistake of their lives",2.828,9/13/2013,Horror Story,4.4,54
"[27, 18, 53]",744876,hi,"When a restless spirit curses a Punjab village that has a history of female infanticide, the town's fate lies in the hands of a 10-year old girl, Shivangi.",2.697,10/30/2020,Kaali Khuhi,5,15
[18],794819,hi,"Born in the small-town of Kutch, Rashmi overcomes all societal barriers to become a national-level athlete. But her glory is hindered when she is asked to undergo a gender test.",1.851,10/15/2021,Rashmi Rocket,9.2,3
"[28, 80, 18]",730428,hi,A hero policeman shunted to a punishment posting as the Dean of the police academy decides to punish the corrupt bureaucracy and its criminal allies in return by training five lethal assassin policemen.,2.68,8/21/2020,Class of '83,5.6,23
"[18, 10749]",97449,hi,The daughter of deaf-mute parents seeks their understanding when she discovers a love for music.,2.742,8/9/1996,Khamoshi: The Musical,6.5,18
"[35, 18, 10749]",31897,hi,"The movie starts with Ajay (Ajay Devgan) telling a boy that he should make his move on a girl he likes. The boy (who is his son) tells him that if he can go woo another older lady, he will tell the girl he likes about his feelings.",1.843,4/11/2008,U Me Aur Hum,5.3,13
[18],248211,hi,"The film follows Kamala, a young woman from Chitkul village and her girl child Manya, who embarks on a journey leaving their native land in search for her missing husband. Along this journey she encounters Nawazudin, a free spirited army deserter who helps them to get to their destination with his own selfish motive.",2.066,10/5/2013,Liar's Dice,6.1,12
[35],138370,hi,"On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?",3.4,11/2/2012,Luv Shuv Tey Chicken Khurana,6.4,15
"[28, 35, 80]",31248,hi,"A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them.",1.888,8/31/2007,Ram Gopal Varma Ki Aag,2,23
"[28, 80, 18]",21265,hi,"The Scottish tragedy 'Macbeth' set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family.",3.657,1/1/2003,Maqbool,7.4,32
"[28, 12, 80, 18]",14394,hi,"When Anita Raja, CEO of Sheppard power plant, brings a power plant proposal to set up in rural Mahrashtra before the Nagres, insightful Shankar is quick to realise the benefits the power plant can bring to the people.",3.438,6/6/2008,Sarkar Raj,6.5,33
"[35, 18, 10751, 14, 9648]",335392,hi,The film revolves around a Hindu man (Paresh Rawal) who goes through an identity crisis when he discovers he was adopted as a son in a Hindu family but was born in a Muslim family. The journey starts with finding his real father.,2.311,4/10/2015,Dharam Sankat Mein,6.8,12
"[27, 35]",694103,hi,Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But there’s an insidious spirit following them with feet turned backwards.,4.152,3/11/2021,Roohi,4.8,14
"[10749, 35, 28]",161238,hi,"Twin brothers separated at birth, meet in adulthood and join forces to defeat their common enemy, a notorious criminal.",3.415,2/7/1997,Judwaa,6.5,24
[18],39837,hi,"When Ronit meets Isha, both are attracted to each other and fall in love. They want to surprise Ronit's parents and Raj, and they accordingly decide to share this news with Raj, only to find out that Raj has been actively involved in trying to get Ronit married to Monishka Rai.",2.134,7/27/2001,Yaadein,5.8,23
"[80, 18, 10749]",25510,hi,A gambler turns into a cricket bookie banking on his sixth sense for the game. But his urge to make quick money pushes him into match-fixing and he loses control of his life and love.,2.474,5/16/2008,Jannat,5.9,26
[18],143844,hi,"Vijay and Ravi are best friends (hence the name 'Dostana') who do not even question each other about their careers. Vijay, a police officer and Ravi, a lawyer, while the former catches the criminals who smuggle, Ravi on the other hand bail those criminals, employed by Daaga. One day, both Vijay and Ravi meet Sheetal at different places and times, and both fancy the same girl, Sheetal, but Vijay's love was more serious. Ravi admits his love for Sheetal to Vijay and is devastated but Vijay decides to sacrifice his love and give Sheetal's hand. However, there was a misunderstanding when Daaga decided to stir up Vijay and Ravi's friendship by showing a photo of Vijay and Sheetal to Ravi. They became rivals for the first time and Ravi started to turn to be an enemy of Vijay. Do their friendship recover? Does Ravi get to know the truth? Do Sheetal get back with Vijay?",3.842,10/8/1980,Dostana,4.9,5
"[10749, 53]",21905,hi,"Shaukat, a writer suffering from writer's block, prompts his wife to have an affair with a stranger as he seeks inspiration to write a new story. Will his wife help him write his dream novel?",3.184,2/4/2005,Shabd,4.6,8
"[80, 28, 18, 53]",330431,hi,"Meera and Arjun are professionals living in Gurgaon. On their way to a luxurious desert holiday they stop on a Highway dhaba for dinner, where they witness a young girl being picked up by a bunch of hoodlums. Arjun chooses to step in, unmindful of the danger ahead.",4.122,3/12/2015,NH10,6.8,61
"[28, 35, 18, 10749]",97437,hi,"The movie revolves around Munnabhai a dreaded but good-hearted underworld don of Mumbai. Once while beating up one of his foes, he sees Komal and is so smitten by her beauty that he starts visualizing her wherever he goes and in whatever he does. Not understanding this new phenomenon in Munnabhai""s life, his men take him to Doctor Rastogi. The Doctor realizes it""s a love virus so he advises him to woo the girl somehow, not realizing that Munnabhai has fallen for none other than his own younger sister Komal. Munnabhai starts wooing Komal but she is in love with Raja, a local vagabond doing nothing except working in a bowling alley as a bouncer. It is not long before the doctor realizes that his underworld patient is in love with his own sister, so he decides to take her to Malaysia and get her married off...",3.801,5/31/2002,Hum Kisi Se Kum Nahin,5.3,12
"[28, 80, 36, 53]",171879,hi,"The real-life story of eight Pakistani terrorists, who sail to Mumbai and wage war on the populace for the next 24 hours.",2.884,3/1/2013,The Attacks Of 26/11,7.1,23
"[18, 10749]",53767,hi,"The film tells, in flashback, the story of Suresh Sinha, a famous film director and his relationship with an aspiring actress.",3.911,2/1/1959,Kaagaz Ke Phool,6.8,24
"[35, 18]",358893,hi,"Frieda, a fashioncommercial photographer trying to find her own art, gathers her closest girlfriends from all over India to travel to Goa for a surprise announcement: she’s getting married! Thus begins an impromptu bachelorette celebration that lasts for a full week. A riotous roller-coaster ride of girl bonding; friendships, break ups, make ups, fuck ups, passion, devastation, hesitation, terrorization and self realization. Amidst the fun and frenzy, heartbreak and heartache, passion and obsession, youth and innocence, secrets tumble out, tensions emerge, bonds are formed and emotions run high. Soon events will take a more serious turn, but for the moment these women are determined to seize the day.",1.937,9/18/2015,Angry Indian Goddesses,7,33
